,CD4_VanIP_Subgroup_2_8,Cancer_VanIP_Subgroup_1_4,B_VanIP_Subgroup_1_7_2_3_6_2_7_5_6_8_2_7,CD4_VanIP_Subgroup_3,NK_VanIP_Subgroup_1_8,Dendritic_VanIP_Subgroup_4_6_5_6,CD4_VanIP_Subgroup_6_7,CD8_VanIP_Subgroup_4_6,M1_VanIP_Subgroup_1_4_5,NK_VanIP_Subgroup_5_9,Mono_VanIP_Subgroup_1_2_7,M2_VanIP_Subgroup_1_3,CD4_VanIP_Subgroup_1_5,Macrophages_VanIP_Subgroup_1_3_2,Endothelial_VanIP_Subgroup_1_4_3,Dendritic_VanIP_Subgroup_1,M1_VanIP_Subgroup_3,CAF_VanIP_Subgroup_1_3_2,CD8_VanIP_Subgroup_1_2_5_3,Mono_VanIP_Subgroup_3,M0_VanIP_Subgroup_1_2,Mono_VanIP_Subgroup_5
R3388_YZ_51,0.0,0.681236387462015,0.131060873404758,0.378739550873341,0.0240820626263888,0.0799487921697316,0.0075919403754486,0.0971223065073729,0.271244384880938,0.109802818121041,0.106555473609351,0.08757993189697,0.0654473469698133,0.248311733835469,0.158887181701486,0.0371588632329728,0.096935314960872,0.317620018004306,0.0260354742831933,0.0385403861112759,0.0436089762261111,0.0819717550516364
R3388_YZ_52,0.0,0.442502112028578,0.109021379107078,0.360243563672555,0.0555826411196552,0.0129492558199846,0.0614163024920103,0.0273906646492182,0.536105212480451,0.0698271158943288,0.119813698188518,0.134174687696704,0.0453438115310801,0.227095306285092,0.0741157378430697,0.0022810527565846,0.0091722340480026,0.50911517669004,0.0176345349798548,0.0433728911482299,0.160217275267109,0.0789791305031189
R3388_YZ_54,0.0,0.430927304034825,0.180412784291848,0.445248362055494,0.0675445177908578,0.0342741238879785,0.271424529418083,0.061550039846865,0.392478355804065,0.0865186638828694,0.0962477367019532,0.0909806207480511,0.0770330724526352,0.0632874682511331,0.0444358350611857,0.0331430716918664,0.0196834762597617,0.556698772174184,0.0185563862486099,0.0078075622054862,0.104510639788949,0.0249830390771044
R3388_YZ_55,0.0,0.59974327126945,0.122710581353893,0.361893240415359,0.022098009939134,0.100400958231395,0.134566830025855,0.115504013819157,0.412687850111032,0.153314380501722,0.0669014080841657,0.0125750929907088,0.0887740343747855,0.153864147167651,0.0030540126782404,0.0,0.0698540583980312,0.518347287719777,0.014737995383185,0.0069912955530179,0.262933892755771,0.0238692756250811
R3388_YZ_57,0.0099124826876698,0.464562757550781,0.107083875035196,0.390489118349385,0.0151556183692873,0.0082591076463466,0.110774373066586,0.0789992487738796,0.518286761736375,0.100195526342537,0.100840807735741,0.104712110256265,0.0158399531352734,0.173990658744665,0.19260229453231,0.0364345748415866,0.0432363095592672,0.500817566921455,0.0078814137259286,0.239991265198198,0.199882953562535,0.0865127770179443
R3388_YZ_58,0.0193588861389255,0.528780985110423,0.140924851983557,0.307475796734968,0.077065469227422,0.0925315645159198,0.100067641853134,0.150087354253549,0.318136457673101,0.0732603515312117,0.072914431557488,0.0706386531395613,0.032322258939852,0.164224617998209,0.0679817636854298,0.0150776567550349,0.0431483536821273,0.532655179558349,0.0199013410678999,0.047029827837459,0.0960330730122273,0.0923500821746364
R3388_YZ_60,0.0,0.408603217630302,0.1958206882576,0.419989667867451,0.170287917826649,0.0464829555859624,0.212178773684454,0.0433529052484496,0.222769872634583,0.0774996420522339,0.105668404954439,0.0206655334639468,0.0858826721382143,0.101768200756609,0.122315818386305,0.0221784544918113,0.0353768543851759,0.369423178468664,0.0120152494407149,0.0110796389246148,0.07650251466071,0.0417496752077964
R3388_YZ_61,0.0,0.476251012037819,0.0690921737880687,0.360197430988566,0.0768392501561488,0.0431592499741328,0.11816091010807,0.0445257118761492,0.473612155950527,0.0656812494523066,0.104999721903686,0.106776313784773,0.0236263036252274,0.092543943185749,0.0146675452830599,0.0129809034383242,0.013788937738799,0.680306004212161,0.0175660981282638,0.0498287232456929,0.127116601383896,0.121535622189193
R3388_YZ_62,0.0,0.427693709723733,0.103065957262388,0.331000533351687,0.123618222224088,0.0052262300503619,0.0680950704902834,0.0451823013998168,0.355381331178704,0.142573098680055,0.116523942425571,0.0984002877036116,0.0412939622555288,0.129399273349307,0.295071725978756,0.0184767554716001,0.0202166837617834,0.406194402515298,0.0297883472889469,0.0579837961106384,0.0648971850508992,0.204958708099202
R4163_YZ_1,0.0,0.411785833762555,0.156852220091548,0.494704061056152,0.10031309693096,0.0662118419953289,0.473093933220548,0.0031917739008956,0.278977833709185,0.108002214771238,0.145435943100927,0.0252694233657894,0.297539475258807,0.263285440934253,0.0675441236004542,0.0446786138223132,0.0159322486002782,0.0959766565595865,0.0425495085438833,0.0,0.0660017265843818,0.040883979593539
R4163_YZ_2,0.0,0.295135421753814,0.225055282956921,0.439713404294083,0.0520883240292786,0.0449220663519372,0.292231645436303,0.0,0.284521628571004,0.0724200518963636,0.157463683639446,0.0070258778907089,0.371842439874959,0.183987184820614,0.002890655101378,0.0393406847454154,0.0,0.183925709251244,0.108549708958503,0.0,0.0139556567433069,0.0360974574922292
R4163_YZ_3,0.0,0.252977672237489,0.369194268648446,0.39421344300496,0.0427034449228573,0.0746861046458056,0.300323167270084,0.0258575980991523,0.258129822524987,0.0802976336752445,0.204825411651885,0.0131547332158194,0.292816798068524,0.21422605382742,0.0054383881722672,0.0212718703806207,0.0,0.0968327795192352,0.0847578132138191,0.0,0.0512628379121107,0.0992335678839279
R4163_YZ_5,0.0,0.305745800427838,0.217928067462072,0.450755446083488,0.0233220152864561,0.0692837011430524,0.244050682180389,0.0086571354998986,0.488532576943968,0.0820635777902812,0.224334282610541,0.0364193855722441,0.250821956291467,0.351347034841822,0.00517646585271,0.0394598170809343,0.0,0.0964446046986983,0.0192477924037911,0.0110240608643357,0.0752655694471346,0.0724154664620223
R4163_YZ_7,0.0061856938430745,0.40431890552177,0.1604782619424,0.457956623309663,0.037901917034401,0.048526561420137,0.336803988200359,0.0281921959116809,0.382588644343195,0.0791640745835362,0.158979674523131,0.115398850259022,0.207288991261254,0.305460665675188,0.0288647292744729,0.0311064055786622,0.0076381416240348,0.172591078217203,0.0219894815829591,0.198942738525871,0.0405581169418262,0.0569799542796239
R4163_YZ_8,0.0807609982143522,0.220383413171934,0.152619399199506,0.494636243821848,0.0782548196923716,0.0492420299318287,0.382654115236759,0.0,0.172420173961897,0.0932369534175602,0.122342233990001,0.0,0.559660826033796,0.100796373096593,0.0029826910911166,0.0292474222543105,0.0058982202415984,0.0932721231559992,0.0957100348242348,0.0,0.0496400426885974,0.0426496980122351
R4163_YZ_9,0.0,0.425821446548514,0.154640085181556,0.269915860893903,0.0602920717918311,0.0510518863521306,0.170664077685619,0.0068366812732244,0.515526121177182,0.0617873591734122,0.15028619932434,0.103925643670155,0.126877154403152,0.474017848825809,0.0402235941418035,0.0431057914523079,0.0099494470406627,0.122126090313047,0.0207359125896861,0.0661980601529649,0.209823992517648,0.03018449883907
R4163_YZ_16,0.0,0.437595566035422,0.0772431804171642,0.187191025065594,0.0215236406024508,0.132539297593237,0.14927977310527,0.0068697365887442,0.556123737428985,0.037149601434052,0.189046906589488,0.0522808685426326,0.0600499962203062,0.472063755857912,0.082973473467874,0.0845352268886809,0.0017577854200864,0.19441889128359,0.0091202943623824,0.0851739708966402,0.167779409702414,0.0551199814322631
R4163_YZ_17,0.0,0.247284469912753,0.151581579959431,0.397817967793067,0.161169177738318,0.0560075800768815,0.17849512097552,0.0,0.395630214617662,0.0896174617882987,0.21439003875329,0.0,0.372844957263178,0.191035931552915,0.0155209868565729,0.0278023878149829,0.0,0.10649567414894,0.140627172586073,0.0,0.0168523067514277,0.0786077523836064
R4163_YZ_18,0.0,0.344960033123203,0.172405050885913,0.388355781886226,0.194712177834521,0.0504722750070713,0.175141533623194,0.0061901967336682,0.380475860714759,0.0343973377540813,0.173912210339371,0.0,0.249773919404607,0.236795610161019,0.0145017489115276,0.0221857366941809,0.0098695258247619,0.20348412646847,0.112118238526863,0.0046855063911231,0.043169451775864,0.0328421626722654
R4163_YZ_19,0.0,0.364705750066647,0.196182024186966,0.43076890453358,0.0643165857419005,0.0457402609604334,0.239161332545245,0.0045568287848727,0.495069945580952,0.0921945861557837,0.140313289653445,0.0,0.196100335573374,0.142954808097549,0.0235819806598462,0.0365175759876055,0.0131598792364631,0.379232801615253,0.0618804636038324,0.0,0.0324764996838033,0.0425749849245156
R4163_YZ_20,0.0031893398728697,0.445338366270418,0.0991633445457271,0.363920366582793,0.0335296303610091,0.067278224230504,0.100837376017866,0.0150820112607648,0.61586819820572,0.0930516153512154,0.159095483863967,0.0619588407633392,0.0601927502991304,0.270352076315283,0.0868492638479314,0.0423250204633951,0.023151990388004,0.408971047499276,0.016177451652729,0.0840888828921611,0.100117748063759,0.0388476555284972
R4163_YZ_21,0.0159783427119372,0.388547748576194,0.0877595646787085,0.373857639164233,0.0358430021195842,0.0830541337746466,0.419572112012143,0.0029671019736813,0.388126374771301,0.0652790751245781,0.202504601138795,0.0152723729132348,0.144700645843274,0.105756188044861,0.145551551243653,0.109239439605094,0.0,0.465112321779606,0.0986360073160526,0.0,0.0448391495305484,0.0317627241822592
R4163_YZ_22,0.0032590428145299,0.368845295520645,0.149066861866858,0.433973129993455,0.0605804342691132,0.0281905003033803,0.215885717207132,0.0134073122761988,0.558293122090804,0.102063768521662,0.131352171325127,0.0307130492722156,0.128277835332101,0.139298608298829,0.0425392235979558,0.0517195182287964,0.022310789187227,0.485426413193633,0.0577775325061987,0.0,0.0666247306772732,0.0198765439556092
R4163_YZ_23,0.0,0.358882597660236,0.218559933290152,0.380096437589875,0.074077219546665,0.10300120095276,0.138177973319404,0.0079097692149782,0.391608366402677,0.0874751683260023,0.120135290208406,0.0476285382124926,0.163677927226891,0.253613610413914,0.0603343387791484,0.0274999154416081,0.0308915943117682,0.241381557350181,0.057498701549605,0.0006536787584468,0.0859776356569689,0.0219688122403285
R4163_YZ_25,0.0,0.377469452069864,0.129115344447524,0.369950641798629,0.0545931545301356,0.0549847236041389,0.125627471971567,0.0077270580195655,0.519110623525873,0.065045124835239,0.196054644506467,0.0903483923014011,0.150851261363894,0.337899751401753,0.0487521318375649,0.0853250872113718,0.0015815530408668,0.2835241899712,0.050354522128955,0.0024413462332745,0.0175383951475564,0.0549154817794662
R4163_YZ_26,0.0134560613847493,0.454920927302851,0.102975217526484,0.567623013103851,0.101517317732068,0.0168102056356358,0.326896520843539,0.0329290829046831,0.212291229119363,0.0901416713604792,0.110481302847541,0.10803633002933,0.094890054955888,0.0537762415850766,0.272302215301626,0.0715805415111518,0.0175174350191204,0.44772100119659,0.0335270023214104,0.0,0.0097393146211273,0.0740523841646442
R4163_YZ_28,0.0376312851075669,0.334228991309007,0.114661435646023,0.409885100924208,0.150050367466798,0.0591920220981888,0.123802288972088,0.0247215466684841,0.248747913028399,0.116156139011963,0.144553403310649,0.0,0.417391169731036,0.176700105291492,0.01900364401385,0.0354650497018622,0.0,0.0980637327960257,0.115759960650828,0.0,0.034854712903272,0.0220377947995072
IP.108b,0.0760719245559534,0.575576805414205,0.0593172031778348,0.289420732227895,0.0070619511441221,0.146234699893288,0.199758561766435,0.0805844265177335,0.365861461578434,0.113389875097082,0.111072580430285,0.0157588244134303,0.038299948524465,0.0538114865967057,0.0410342377430983,0.002977062844858,0.0529820194860237,0.600928312187273,0.0159850764389743,0.429029271613934,0.233829977586838,0.0114958487592425
IP.115b,0.102896538204232,0.84459903065639,0.0687766311784188,0.261862983307899,0.0121638488694218,0.197936595813324,0.115099378905238,0.115717126478984,0.164880299565309,0.0731283417698235,0.116402840562031,0.0390324640998582,0.0217209133377439,0.127407298306552,0.112789647736568,0.0807037809484231,0.05355479003905,0.402585967484068,0.0140633500310086,0.129339493473075,0.0148905057927522,0.0192971856614716
IP.124b,0.0852088348872841,0.433900354077389,0.154613592854031,0.199608749663549,0.00728648789356,0.0669414209058044,0.475917305795392,0.0698002448654808,0.156954281048647,0.0557206773443609,0.102535080450071,0.0402692251574572,0.0835572799031726,0.0579686576563117,0.046477222054553,0.0008179802296874,0.021034393830406,0.619532436347498,0.0191318023721687,0.0,0.0089840762219846,0.0341293589738568
IP.127,0.120121625672119,0.691408495444278,0.0904080707220598,0.239926111817514,0.0667678214137235,0.264947584925381,0.184653273933738,0.0504670387986748,0.198560865132274,0.0357481150025838,0.055625839304333,0.0281106401779096,0.0347521248844747,0.152990632433666,0.190380469149204,0.0727370206896097,0.0285129951184006,0.276764256749663,0.0147478068000667,0.0183676782815766,0.155141223088301,0.0261014581958353
IP.138b,0.0240193887221735,0.53072416718343,0.0871248247805851,0.272927415004372,0.0165545546652283,0.0042557765201056,0.288155607240168,0.0520668186326125,0.42653709364053,0.0408520762608494,0.154605169240722,0.044045951678967,0.0416666081924626,0.212230403398302,0.082480982881014,0.0152333128347063,0.0124379202815987,0.501503577035417,0.0170271044570496,0.0245764467066228,0.111458677166583,0.0666883262387795
IP.140b,0.0377371100111104,0.604255356617369,0.0747310302729942,0.284714414080923,0.026522848940612,0.0938576445061274,0.0965102382116662,0.0858606097383373,0.244528869497897,0.0568623827719197,0.12789672342349,0.154503705608488,0.0583625432251732,0.266639079037224,0.130477021926729,0.0019276523947049,0.0469587540811291,0.404899313695443,0.0226936431173578,0.0332504022286091,0.0209845198330377,0.0659388203110141
IP.148,0.0837684213765764,0.5892533601718,0.103971208100308,0.351869644556109,0.021301614508756,0.0679220965607079,0.112861469297315,0.113613322513531,0.398903438856987,0.0085792489727876,0.0926484646156811,0.0167375865502123,0.09992372117446,0.131386292924464,0.0819137504091019,0.105401405576152,0.0141996015144903,0.470212469847434,0.0029982777544815,0.0,0.0135260312847562,0.0414539336736645
IP.197,0.136538767931689,0.847541919156188,0.0778660022936129,0.203570092882836,0.0110604323998452,0.273018892909657,0.0584835323186917,0.138296899338935,0.130354698416542,0.0284737030754804,0.0442060807892158,0.0302197757060047,0.0074478404803784,0.0720435514790828,0.0754738490830574,0.189043101416737,0.0,0.431615248464946,0.046879595715754,0.111986733837634,0.0129214347834428,0.0203328415341614
IP.214,0.0997926682890318,0.803884872559878,0.0839898556170592,0.338613910243979,0.027916149786422,0.510320984765924,0.0370887356244351,0.12095003557632,0.0290551291875691,0.040739133935724,0.0558690196621458,0.057882397980593,0.015517006340071,0.158829537904775,0.0429520417285241,0.0415755202608687,0.0341686831835972,0.342613072766081,0.0157012948193712,0.0668171767240635,0.0382170018389044,0.0412718620250624
IP.28,0.132431450689797,0.862324534078401,0.0644885130637462,0.234569318040019,0.011732790829319,0.353806021644022,0.160353120242556,0.0853186387354193,0.0098158426170569,0.0081539594964846,0.0662949300324661,0.0363032841612459,0.0638110028253775,0.0287867925242009,0.107728521574329,0.169217724599204,0.0073176961474505,0.395006494570871,0.0175411398788621,0.608396277877124,0.185983151395724,0.0
IP.31b,0.0776101271889408,0.472582933065577,0.0532044278500879,0.137895142634003,0.0110018621816313,0.0875307196866953,0.318276991384022,0.0553984050074522,0.382908842714511,0.0301813175331344,0.0685767527549604,0.0825757530033716,0.0251398569938749,0.0691933893180401,0.0493146190430144,0.0149200530955085,0.0257695660297706,0.643580064764536,0.0179220209450974,0.0498614033014864,0.461969064322133,0.0017105290307401
IP.36,0.105115896587984,0.799198918510835,0.0769977340727563,0.417748408940744,0.0086505996609764,0.208434585091529,0.0,0.101406247542556,0.149943575717661,0.114211709773277,0.0395630568666306,0.022786399539887,0.0401381240394754,0.0815000515662092,0.0098555138716042,0.0031393632482442,0.0418189313165687,0.519457712606755,0.0233951909200887,0.0239953123286782,0.106172501258649,0.0291376009832813
IP.38b,0.142452398330162,0.841502011728172,0.0616723577515943,0.18527093090922,2.51976253583913e-05,0.17739606299041,0.156653311118815,0.11442190072703,0.0566245675942807,0.109031446091083,0.0387655407824286,0.0340246622993837,0.0151077658711757,0.0691348541208545,0.0872357302207538,0.0500542859934605,0.0797868093988883,0.390753603833754,0.0406913335295587,0.0306801152915615,0.100070774804964,0.0093054333214941
IP.52,0.0924535847144659,0.672082377871598,0.0756587677889344,0.380659480989344,0.0172638013392669,0.12170788693323,0.0407664360584434,0.117410637250276,0.290321263689216,0.0493499184218599,0.0983468234146286,0.0717039265789009,0.0558153498766034,0.148994230276634,0.0566076293394423,0.0511254737443148,0.0201069057110332,0.4686050793231,0.0333244300467624,0.0515161478959795,0.0164806927291442,0.0247575618455763
IP.57,0.108204996284957,0.825722241485716,0.0490663547548921,0.119165977028815,0.0070808053512748,0.136399917919737,0.107401793750938,0.108438039563093,0.215017244053378,0.0343518766797754,0.0479220033542738,0.0195462853315839,0.0050285212905204,0.043216549687034,0.0450650374535564,0.0722737137342907,0.0,0.645173832965821,0.0112430358245496,0.0427835317682799,0.640414707832375,0.0
IP.58b,0.0078557288868493,0.648482138152665,0.0891197262765828,0.217325566313613,0.0470285590439211,0.0062775990472845,0.0383731590978566,0.0360116029729662,0.321218264974533,0.0924413353221689,0.123963883777441,0.137473225770429,0.0280499457464268,0.152908928031212,0.10178479024368,0.0805883601589511,0.0095173470601448,0.573302228708613,0.0450562522499838,0.0,0.0665766983381667,0.0416876476990954
IP.67b,0.132048390223913,0.854113556190935,0.0669220073914893,0.432820588203315,0.0197247207017527,0.146165751244077,0.0697923849290842,0.128260259340647,0.118979979236236,0.0850066999977523,0.0671304226195986,0.0286098290643736,0.157699823563007,0.0929910070366747,0.0206518516565643,0.035147990140327,0.0263165427124051,0.324807953386621,0.0237321897607702,0.0574594261849146,0.142132121126119,0.0804398025690158
IP.73,0.103659677444833,0.817229340449205,0.0560036801784047,0.364319879909175,0.0067459233795996,0.0489476090511565,0.234809224862118,0.093571073240711,0.207265682639308,0.0365547722777539,0.0759007253343719,0.000491529361239,0.0056125586384114,0.0307475084065395,0.0581986806277009,0.0087579064924306,0.0211705223156806,0.679020763503831,0.0121926303751808,0.0608611518195092,0.264741480778262,0.0254029166224543
IP.82b,0.0408076709453404,0.62677350098861,0.108796881185573,0.4564351838376,0.0373622060773405,0.18823417765753,0.0277750023083287,0.0420207067286668,0.17273388157669,0.054304684204963,0.084084906707063,0.0218274528603321,0.124301379633804,0.14381080248659,0.108097805406417,0.0350314577656864,0.0294730794460598,0.414312635645691,0.0372297828327354,0.0259966744697583,0.0712090641080519,0.054572416479611
IP.89b,0.0705798198678767,0.536591425239625,0.0578758821573679,0.232994576087152,0.0077255896379943,0.0143149466689379,0.375136646229541,0.0670434617002163,0.414508102330734,0.0480969474827621,0.130875337339266,0.044392519401314,0.0153954028105226,0.0763319587048391,0.0152442355330501,0.0214438091903875,0.0257014830383923,0.655913490360234,0.0201924578546435,0.0487589203177781,0.143948892954131,0.255462407254491
pvalue,3.0461106164384105e-10,3.715958253784588e-07,6.143062415688113e-05,0.00033876987772099603,5.970570329862113e-05,0.0002534879402774032,0.0070318615950329365,0.008300694018295753,0.0011702960875042958,0.04954246938017056,0.01592161717481744,0.018391637522706634,0.017433389540689948,0.006002050533318799,0.03322218958035669,0.023401112446990554,0.006903125157008469,0.04590131016747538,0.03257121500939802,0.04522421235517151,0.04424055324232975,0.038569740145517895
