"","CYT","Roh_IS","Davoli_IS","IFNy","Ayers_expIS","Tcell_inflamed"
"LP.01.01",7.57791101627317,8.74832668258517,0.458912768647282,3.28645867447893,3.24781413054292,-0.186552895740326
"LP.01.02",7.19887060012456,8.08751935799038,0.207332490518331,3.16157676863895,3.14797536377452,-0.246041198661137
"LP.01.03",7.56851063163237,8.56340242826599,0.485461441213654,3.27788830508133,3.27554348618107,-0.183711046798452
"LP.01.04",7.46734097838831,8.40926709876601,0.246523388116308,3.26683781979604,3.21589749621552,-0.21915810662788
"LP.01.08",7.48675205383031,8.40981128174466,0.297092288242731,3.218694551019,3.23918715615069,-0.183640474817711
"LP.01.10",7.9324440259263,9.1163856467799,0.553729456384324,3.44328282759457,3.33634720701413,-0.0641106205109527
"LP.01.12",8.18620649377776,8.70584578026884,0.556257901390645,3.22539851047044,3.24305768800409,-0.161284135943366
"LP.01.14",8.74087459196005,9.60871865637293,0.845764854614412,3.49105604595531,3.41064164699295,-0.00666991069349154
"LP.01.15",8.40319062939959,8.99278937783443,0.584070796460177,3.32900215654797,3.3052350534149,-0.117973161596708
"LP.01.16",9.00332640773113,9.5608153839383,0.802781289506953,3.49986483501956,3.42032242303913,-0.0294723673684819
"LP.01.18",8.34317958242109,9.75906669333129,0.633375474083439,3.48461960878947,3.36395580819012,-0.0291786175270756
"LP.01.19",7.77321316427441,9.00569931993483,0.586599241466498,3.37616370624472,3.30609754996677,-0.126087553960579
"LP.01.20",7.41245606019591,8.39091350878777,0.333754740834387,3.2593553875454,3.26004456154144,-0.154697947341808
"LP.01.22",6.80806143927387,7.83826834561525,0.0733249051833123,3.24536554437883,3.10380140110382,-0.293785481324589
"LP.01.23",7.69965373571416,8.73491999816117,0.36283185840708,3.31122579587306,3.2406861213996,-0.151698468277928
"LP.01.24",8.62282308167316,9.30791994359912,0.790139064475348,3.35949399349942,3.37730778995139,-0.0788340486185607
"LP.01.25",7.77133253214052,8.94390443321343,0.547408343868521,3.32584624023742,3.31389575792763,-0.112330804475575
"LP.01.28",7.79602018238218,8.37820459507746,0.405815423514539,3.16729822258606,3.22561558837107,-0.178722374250487
"LP.01.31",6.54138067621381,7.94886090763944,0.104930467762326,3.12642781480636,3.11796646532544,-0.279687995002598
"LP.01.32",7.54748270155174,8.40764315523983,0.252844500632111,3.21238030126252,3.21732807278473,-0.202016715703944
"LP.01.34",8.19178944711974,9.42794634662226,0.604298356510746,3.50138705861514,3.39091815067693,-0.0551275091033353
"LP.01.35",8.94716880724677,9.75142308221088,0.90897597977244,3.54742995267807,3.45821709252509,0.031082777804326
"LP.01.40",9.11834384896292,10.0526390277732,0.767383059418458,3.62606616419447,3.43570084962483,0.00228949325719565
"LP.01.42",8.2593945307104,8.85628280724014,0.586599241466498,3.33651838561915,3.31748640932243,-0.108293824533312
"LP.01.46",7.84996538710377,8.4739727978768,0.335018963337547,3.16423920164312,3.21453637900638,-0.225063870412288
"LP.01.47",7.6747634579287,8.28305269864533,0.47661188369153,3.24181709140381,3.24273955180773,-0.158515585446723
"LP.01.57",8.52758736947528,9.45020141728024,0.734513274336283,3.46457731074234,3.3790748417286,-0.0390794839803993
"LP.01.58",8.01095476263505,9.20992754665379,0.470290771175727,3.40251373988585,3.3169478843185,-0.08299223019693
"LP.01.61",6.83634589367936,8.03088234198345,0.0960809102402023,3.25670140496193,3.14990854623658,-0.267337536190992
"LP.01.64",8.7641478911323,9.54259760242731,0.742098609355247,3.56892977828643,3.39355988385287,-0.0193512350068928
"LP.01.66",8.88580391186731,9.59474326157441,0.879898862199747,3.4821424677233,3.42626565326235,-0.0173520828000477
"LP.01.67",7.15664877127465,8.6858391033183,0.36409608091024,3.21308997300232,3.22892130659943,-0.199588990184644
"LP.01.68",7.69428391747995,8.63126300794348,0.465233881163085,3.23389045798826,3.26798002796321,-0.173816053870018
"Test.FFPE.01",7.76315918581719,8.51283901012,0.403286978508217,3.21524767450994,3.23441129423335,-0.239952645981975
"Test.FFPE.02",8.93091137269975,9.46765689731927,0.84070796460177,3.48770297316562,3.42561816823449,0.00876691233878663
"Test.FFPE.03",8.35626271493822,9.44199394199654,0.850821744627054,3.33855453624723,3.40089068836449,-0.0542481418202991
"Test.FFPE.04",7.92415073666072,8.69438696538912,0.489254108723135,3.26398207735652,3.26190918077998,-0.153719466406756
"Test.FFPE.05",9.33796684299552,10.0428610185523,0.917825537294564,3.55212813116723,3.4686433011426,0.0219650565351162
"Test.FFPE.06",7.24177858094402,8.29266296320271,0.261694058154235,3.31356919071308,3.19009670120972,-0.203557490992273
"Test.FFPE.08",7.82102602647322,8.7569461056459,0.309734513274336,3.40361889712638,3.24544955121798,-0.137515306166639
"Test.FFPE.09",6.48392239615479,7.9979942391984,0.0556257901390645,3.11263223011952,3.12043047980877,-0.291426511680844
"Test.FFPE.10",7.53156215832531,8.62996476337731,0.313527180783818,3.34510816599286,3.25925046729253,-0.137142974321189
"R3388_YZ_1",7.69955678187835,8.47417098387688,0.337547408343869,3.18782783005654,3.22789502617984,-0.174384090666379
"R3388_YZ_2",9.07853916516482,9.7379143936606,0.905183312262958,3.54940147091551,3.41950608176855,-0.0111053774151374
"R3388_YZ_3",7.65188802381342,8.43185193544633,0.228824273072061,3.17476494855895,3.14360432952418,-0.223907453624122
"R3388_YZ_4",8.03448717744146,8.83443656417842,0.471554993678887,3.28797610885586,3.26175272677365,-0.201392048956581
"R3388_YZ_5",8.33572407360801,8.85973314285106,0.862199747155499,3.34487782233914,3.37200079906202,-0.158034724106178
"R3388_YZ_6",6.59143973618939,8.21099531425,0.0758533501896334,3.22737775077395,3.16255353792147,-0.248711986824685
"R3388_YZ_7",8.63441915257751,9.15863528726897,0.691529709228824,3.2961554044043,3.30069754794116,-0.107913372956311
"R3388_YZ_9",8.5158178586646,9.4938715231386,0.72819216182048,3.48595734586236,3.38901893146049,-0.0609902157417874
"R3388_YZ_10",8.16200735588153,8.47592423242239,0.52212389380531,3.1903812885707,3.25276188630267,-0.169649608014724
"R3388_YZ_11",7.0863146149506,8.05550648820722,0.184576485461441,3.18697879499637,3.16214085024235,-0.273939689225458
"R3388_YZ_12",7.67509828234845,8.99546939869133,0.288242730720607,3.20356582849425,3.24777807604999,-0.129658368634329
"R3388_YZ_13",7.77128500492516,8.65745974188701,0.471554993678887,3.36964643736304,3.3028364218469,-0.125518112497145
"R3388_YZ_14",8.41857058601277,9.40962459678354,0.75094816687737,3.44132323998497,3.39271148658923,-0.00458007809414481
"R3388_YZ_15",6.81050647873515,7.87790111785879,0.056890012642225,3.09886429583486,3.07013616375358,-0.287043773297009
"R3388_YZ_16",7.99154078936534,8.93378686927064,0.694058154235145,3.35997492068366,3.32149115724405,-0.0773258481052019
"R3388_YZ_17",7.44599918700926,8.81341778158724,0.381795195954488,3.39778154549945,3.29855077779488,-0.144207534813248
"R3388_YZ_19",8.00900295569182,8.81302775545193,0.65865992414665,3.35403418379976,3.34873447124206,-0.134424574658352
"R3388_YZ_20",7.40278009592183,8.42970136404529,0.145385587863464,3.2894954363532,3.17859334920757,-0.210020344544791
"R3388_YZ_21",8.13690581393692,8.94428857396834,0.609355246523388,3.36069504396432,3.32189497881221,-0.094067434893304
"R3388_YZ_23",6.91546881913793,8.43057681388654,0.132743362831858,3.15318133937387,3.17628587963225,-0.25969188000986
"R3388_YZ_24",7.95638775936916,8.87323873637797,0.510745891276865,3.33105709605264,3.27490755293231,-0.13518070062088
"R3388_YZ_25",8.0720924419166,9.50469847010917,0.594184576485461,3.41211611155147,3.33921381174722,-0.0433293783676289
"R3388_YZ_26",7.60162548043506,9.02912238402648,0.319848293299621,3.29649179399366,3.26660820439577,-0.13166709191255
"R3388_YZ_27",8.19078891314068,8.89636457643289,0.5448798988622,3.31261535480984,3.30921453440267,-0.114185044385088
"R3388_YZ_28",9.11902755540248,9.82789264676995,0.90897597977244,3.53168623509767,3.46118503268323,0.0316755699400241
"R3388_YZ_29",7.61147855115472,8.72804489539209,0.445006321112516,3.41044596040595,3.28046384745089,-0.13029133558789
"R3388_YZ_30",8.76565709136288,9.52736323119102,0.710493046776233,3.50683808721023,3.37725719355553,-0.0395462245119381
"R3388_YZ_31",7.63619569740127,8.5613381647415,0.446270543615676,3.27232673048219,3.26060413769719,-0.159968141711408
"R3388_YZ_32",7.4046176122476,8.34109949803159,0.218710493046776,3.25088742898536,3.2084221697731,-0.216069983487365
"R3388_YZ_33",6.79873208374959,7.97300881574246,0.130214917825537,3.19143347107547,3.13952426001245,-0.256870712544496
"R3388_YZ_34",8.14653794082057,8.78463826376861,0.65865992414665,3.32412017401604,3.28852108756492,-0.13443385888558
"R3388_YZ_35",8.74414285411623,10.0829195047281,0.922882427307206,3.56257633048667,3.46377540975355,0.0224201734152672
"R3388_YZ_36",7.33556870969666,8.25182485186269,0.237673830594185,3.14103449003847,3.1903484124682,-0.209374493820096
"R3388_YZ_37",7.99302976716237,8.76409071080676,0.457648546144121,3.26857375336427,3.27403463875395,-0.126313926481277
"R3388_YZ_38",8.61671783703387,9.54501992553862,0.873577749683944,3.63286229207509,3.47233145874114,0.0592909029873078
"R3388_YZ_39",8.13666939562232,9.37007155733394,0.624525916561315,3.47018796548816,3.34225001138075,-0.0692084489790102
"R3388_YZ_40",8.85084250179854,9.29882757310241,0.845764854614412,3.47484783909194,3.43585130272349,-0.0380055702635317
"R3388_YZ_41",8.42944959250487,9.01273850804687,0.730720606826802,3.38396141790154,3.36105569337849,-0.0613578562146486
"R3388_YZ_42",8.30050335087728,8.55336109216425,0.2275600505689,3.35649258046263,3.22130978750029,-0.201590877647513
"R3388_YZ_43",7.33651249416295,8.39624746953895,0.27307206068268,3.21522418743697,3.2128698317276,-0.208930339783385
"R3388_YZ_44",8.04638794716679,9.35434004405443,0.556257901390645,3.4826412352837,3.3503587278071,-0.0964857128447393
"R3388_YZ_47",7.41765423999054,8.44444781365089,0.261694058154235,3.24690184970789,3.20726293269142,-0.184155401143261
"R3388_YZ_48",8.09179897997762,8.85037672684547,0.333754740834387,3.34408235270992,3.27296915802017,-0.141577253215816
"R3388_YZ_49",8.82063621281354,9.48072657962345,0.859671302149178,3.51568445880101,3.4409294982014,0.0158690923488221
"R3388_YZ_50",7.77223715264916,8.81087429804422,0.629582806573957,3.36255017698938,3.35576197222563,-0.127215288601013
"R3388_YZ_51",7.92157414646433,9.03502627825443,0.541087231352718,3.47336083007964,3.34590802280312,-0.0954467254906834
"R3388_YZ_52",7.47176580886304,8.88151916385747,0.515802781289507,3.23384964875457,3.29446459185513,-0.123967852372519
"R3388_YZ_54",7.64702041497098,9.01327018427551,0.566371681415929,3.37277078621116,3.31158746450645,-0.0927629277937823
"R3388_YZ_55",8.78947317306842,9.42472204733866,0.802781289506953,3.47857183771309,3.42149110334545,-0.0655063110757991
"R3388_YZ_57",7.65235431947225,8.86229655679083,0.370417193426043,3.27959830635631,3.24339282229394,-0.172651152632485
"R3388_YZ_58",7.63562999142426,8.83152519488902,0.207332490518331,3.44281348676802,3.23493999329877,-0.156185178783781
"R3388_YZ_60",7.93450726593673,8.50977676373751,0.461441213653603,3.27425467583355,3.26590005396847,-0.16043447139514
"R3388_YZ_61",7.21023669057816,8.40809049163731,0.297092288242731,3.11201859312673,3.20018692041418,-0.243213925898128
"R3388_YZ_62",8.39940095076707,8.65644090658074,0.582806573957016,3.19418784782093,3.22196885411657,-0.16049871786926
"R4163_YZ_1",7.29377081542592,7.97757583804101,0.236409608091024,3.08375612616182,3.18798816200745,-0.300928661810144
"R4163_YZ_2",8.76396311160237,9.17070358958249,0.903919089759798,3.3628130146895,3.39485895066113,-0.091879481114127
"R4163_YZ_3",8.98727534877524,8.98680774692394,0.868520859671302,3.41201790946147,3.43540223421325,-0.0501955900946011
"R4163_YZ_5",7.59867846736151,8.52692545784821,0.370417193426043,3.28294228823275,3.25817757148895,-0.17486566487807
"R4163_YZ_7",7.01958764493155,8.44518826048804,0.166877370417193,3.25421244748132,3.18157181977421,-0.183962191920812
"R4163_YZ_8",8.47635913273472,9.45422687925235,0.847029077117573,3.51526533902236,3.4648843546731,-0.0849748204903429
"R4163_YZ_9",6.43585485187121,8.15721246146998,0.0353982300884956,3.3096871783092,3.17134240378116,-0.180275283858664
"R4163_YZ_16",5.28301824649039,7.71322166268715,0,3.12445556513998,2.95312425551408,-0.359236280805012
"R4163_YZ_17",9.98316681948223,9.7018880964224,0.957016434892541,3.33115614051172,3.389654297151,-0.0958358455105791
"R4163_YZ_18",9.32121528017876,9.50226901554882,0.912768647281922,3.42924932671534,3.39394590507115,-0.0474371546355052
"R4163_YZ_19",8.50321672734733,9.47869848598424,0.707964601769911,3.45101863521846,3.34813241888997,-0.0321112503542792
"R4163_YZ_20",6.0906020898103,8.4166775941154,0.0214917825537295,3.31444406298276,3.1371247110745,-0.216044001322831
"R4163_YZ_21",8.24928034182202,8.97076093814344,0.609355246523388,3.27670266694905,3.25174259948965,-0.158695609936436
"R4163_YZ_22",7.65073534313518,8.92614959238045,0.395701643489254,3.37774944321387,3.27252656367275,-0.122397513299323
"R4163_YZ_23",8.16212326941253,9.23888602876658,0.554993678887484,3.50803454031097,3.36994423381135,-0.0114619404894635
"R4163_YZ_25",7.77133449696756,9.31114752918722,0.504424778761062,3.41217077068302,3.32791142048512,-0.0955399615359647
"R4163_YZ_26",6.95952157935966,7.85976620729161,0.0594184576485461,3.19128919109321,3.12723454838197,-0.198692362175706
"R4163_YZ_28",10.2137645485156,9.574765426601,0.981036662452592,3.41751828142841,3.4758008410906,0.000562927848383742
