"","Androgen","EGFR","Estrogen","Hypoxia","JAK-STAT","MAPK","NFkB","p53","PI3K","TGFb","TNFa","Trail","VEGF","WNT"
"Patient188",3990.13058527532,132.87134286431,2886.57229133964,7057.44977445749,6915.56624649163,1877.7836788509,7017.1561178843,4965.15756880507,-3628.92331137211,3020.1725508252,7060.62481045804,184.157424687881,-725.089054231143,587.004031836922
"Patient189",4250.74470155581,198.398889381386,2985.05203298782,7382.62897342814,8024.1763067442,1787.65883013734,7928.82820292765,5734.61447730068,-3755.75597726588,3286.57686241541,7997.616119143,193.019829054683,-635.847040954988,642.636346074844
"Patient191",4066.46939044893,177.519598676925,2803.60536386078,7173.76147724804,7478.08825454056,1852.88977196799,7600.5156494568,4928.01903550786,-3708.21270538648,2955.6952174162,7659.93819755524,198.041515869614,-677.174898336383,591.567619427873
"Patient193",4069.50739992815,184.107685112015,2932.44604281173,7157.69044998575,8593.84733000821,1889.80841002903,7515.99241591536,5457.36492898777,-3847.19362771068,2994.00219711285,7588.98716737625,195.917174822244,-693.966590871237,609.374745554748
"Patient195",4078.15144210157,162.021993099156,2829.41786736419,7113.36305040073,6911.69775973066,1790.07769196813,7365.50942515001,4963.39356827833,-3797.22953046519,3053.49095049303,7396.18529550342,197.07740917267,-719.131908285018,586.214989050035
"Patient196",3998.5908171574,146.048945862146,2833.86336360503,7028.0360657546,7298.72440591547,1766.67097253529,7340.16236908067,4955.17815179779,-3878.92883066792,2887.63333035278,7378.61639891579,177.418500573432,-631.420969003676,584.349437221187
"Patient197",4032.14873801525,246.061118573527,2923.59011924255,7236.70681350956,7123.6631354716,1906.90900047417,7028.09283536067,5199.34741639948,-3817.87870146075,2831.15680252102,7088.06424373359,187.242224079886,-699.614256509611,573.772780075395
"Patient20",4001.64746028862,284.654949435283,2786.47035495691,7873.20836986322,7962.58277437464,2118.29241276828,8304.78737534964,5113.98174224518,-3510.67123778793,2976.6214856871,8339.24443239215,193.991187370354,-547.279852502524,607.752183965925
"Patient200",4161.70467871035,159.088386938075,2856.2268956268,7032.76851616808,8293.4152817987,1818.43246486049,7417.53736092763,5237.03439443953,-3916.98534275766,2983.13682006921,7505.55024119087,204.452617780465,-722.343963782266,586.161931958354
"Patient201",4046.56325881617,158.249059576837,2874.12538300437,7132.97120987504,7209.1013661222,1894.30842097047,7112.43058335827,5145.84191267248,-3750.01158773157,3069.8142512923,7293.60844676328,205.447542271622,-611.093445969787,590.458283940875
"Patient203",4239.06790845424,125.570749979131,2935.74337745671,7124.6720676776,7631.23830112714,1771.82964196954,7535.70550242383,5392.8825313792,-3800.63189016417,3221.44049671681,7622.24119039485,183.545693102698,-709.788204311839,622.25818189494
"Patient204",4101.04873349983,160.933011616609,2874.11667432365,7053.71398450258,7802.74353045016,1858.50848793448,7441.4233293408,5324.83136203666,-3843.68697012589,2959.23671568888,7557.27132176666,185.171460006893,-619.879034869522,595.180863932448
"Patient205",4038.69582113536,179.672486939083,2801.61411331178,7474.73205666376,8324.49593694609,1785.13430174143,7523.79543785093,5121.7915551628,-3841.80195134909,3110.2536966842,7579.2051388613,188.423806382041,-661.173558120556,596.9064475806
"Patient206",4122.13055643801,110.217220238007,2871.46346268468,7046.16408178248,7779.96143613542,1774.8332298594,7514.03899323398,5094.11117109311,-3634.17861088325,3299.20913372566,7586.95855682982,201.207288403951,-662.159973293895,626.334808570288
"Patient21",4008.67743698628,169.878176010899,2779.93172215873,7009.96639486304,7112.38005158551,1801.52702232308,7140.88717407621,5113.20510673499,-3772.58507816075,2862.55840867968,7129.18585308106,184.993144140539,-666.743832551157,574.758769532302
"Patient22",4045.12185640631,103.232503624533,2822.85088579421,6870.86359168509,6625.43484364985,1711.44679320808,6939.9960299931,4991.51584342845,-3833.15828954364,2979.8794698791,6917.55222610768,176.079992903609,-633.325752813883,573.460710065479
"Patient23",3946.9627001441,160.712752049427,2792.75285485026,7043.82255659547,6918.51017914992,1943.72582106931,7129.90306602115,5050.74892535728,-3732.74833047116,3058.87378289966,7271.06407123178,200.717520814337,-700.503885051993,586.777416210545
"Patient24",4073.12181821516,237.466969535521,2884.11827639771,7529.34919736246,7217.69340375167,1972.45824578574,7532.11662643902,5213.34977333886,-3655.31085794485,3028.24719245949,7733.85690187345,198.463642905088,-589.677272980438,605.589274687237
"Patient25",4136.4318858067,81.7958447456058,2862.9444368073,6926.19542803261,7380.20207118398,1719.32177970509,7306.79491076746,5210.59308793198,-3832.09724337588,3044.92257400639,7328.07164420662,195.483329017905,-699.695998526547,617.484371650037
"Patient27",4039.70782997684,115.021743610064,2790.12578968115,6720.32830294321,7625.90495032193,1896.74033207895,7403.27722711122,5113.92303596043,-3796.06181344009,2848.78485227651,7377.06058093668,212.639469259339,-737.178880432948,587.936494066527
"Patient30",4102.41376297192,135.789971482402,2700.35815907655,6822.31936853719,7825.19333517947,1935.02808023889,7569.51067746882,5087.44090694849,-3622.38777136236,2815.6529323966,7553.21466139907,211.022582286545,-676.195320246806,595.491361658725
"Patient31",4106.53365986178,130.140731807676,2949.38949291657,6998.65472101541,7273.55053370675,1773.16077244774,7308.16912961991,5265.41970191413,-3890.51315590734,2916.81456598343,7404.3276151673,188.085918697934,-612.979903715139,565.267780186553
"Patient32",4087.20389294526,145.037267888865,2783.48892856082,7050.0266301845,6896.06961844858,1981.5753580687,7264.37685719208,4943.96182152142,-3787.76707667063,2930.8904292586,7271.44592270526,190.782685950978,-709.727842342387,577.622290404616
"Patient33",4155.8765349538,64.9759396103,2831.39705417559,7111.04877626893,7820.20989786883,1662.0666767014,7772.36136113625,5151.94773622043,-3609.10216044392,3072.82653567799,7789.01690802296,213.036751736,-701.521712291113,626.635276987347
"Patient34",4147.40470837981,50.314018184423,2961.40065223134,7180.96106637578,7315.85868032574,1585.90961502622,7308.89673186546,5227.42383029112,-3751.40731064652,3273.57864149336,7432.99009007013,199.684555257563,-682.728841288161,671.755487621254
"Patient35",4080.2136714337,157.178239447437,2853.81879694994,6947.48602989277,7720.22844740936,1727.88756539002,7159.00689989266,5148.48113848288,-4014.83106095868,2906.17209135697,7181.84443278035,195.471417944097,-674.992601431351,594.185170863451
"Patient36",4273.35896330418,112.427583147866,2848.79774031949,6945.64115990601,7062.22738396256,1862.63828192132,7171.22187685349,5183.80261268915,-3805.38457313759,2947.95632767128,7263.15007030006,191.709883453263,-761.499166213647,609.905970733525
"Patient37",4110.23010835194,112.410074103647,2854.5034133674,7076.93788047762,7670.42680803672,1792.11439637859,7836.61371247,5100.13034901077,-3599.1618216019,3223.02735360727,7870.30398513597,211.284673009641,-768.222266093566,628.199272051304
"Patient38",4040.63497614415,98.490244167848,2827.50095841785,6861.39484410252,7228.1016903501,1752.15985171737,7315.52684151696,5067.90223853319,-3904.98753896272,2984.82311988013,7404.409693174,185.775945197001,-740.973311233526,607.76832992557
"Patient4",4144.7510809408,219.15989031483,2792.52248824116,6947.05945230469,7255.03687296273,2019.33848345034,7299.99648148249,5135.27303809903,-3694.43291010429,2972.74935047592,7316.62400830237,190.110651765409,-690.74160468974,579.641095491431
"Patient40",4097.68621982699,164.592283892848,2815.35764327581,7335.81738831232,6735.51868280153,1900.73606968491,7197.40794856319,5091.32732246722,-3701.36248543114,2862.42371534041,7284.96761724846,192.289251051413,-720.542456289614,578.72129140271
"Patient42",3975.66417304925,170.675077360961,2788.20212362631,7188.73019612181,7504.85795054659,1887.56177565195,7226.06029331474,5083.99268561992,-3833.44188571018,2954.73064905903,7303.57639678924,191.904144010661,-666.816272478262,585.833945042657
"Patient44",4004.94387119789,81.7985475529644,2731.51931848048,6891.01215122721,8271.39535152656,1573.38820171057,7556.16895713393,4939.12079961956,-3892.82803854431,2925.63802237649,7610.21153092408,208.618855097568,-629.174089491786,606.836617096629
"Patient45",4017.71555701595,189.87893335989,2878.12584525465,7113.8903441776,8055.11484547082,1849.9732972317,7811.80789977312,4999.29999661052,-3871.16066261256,3090.94205393971,7919.82498019517,200.522561834155,-624.453547861163,594.568075438196
"Patient47",4025.77384692466,79.2029013625756,2840.02536726872,6937.27353714942,6925.28348720253,1896.41017525979,6972.88394680625,5052.75538257196,-3780.66123719461,2848.56864340929,6993.47779142264,204.390732058822,-727.745780895552,577.573477374285
"Patient48",4089.12212293115,126.012296917195,2788.16025146375,6868.81045799202,7477.13441586744,1751.93191235391,6962.46080419766,5025.35886921937,-3969.27797368522,2794.95505580648,6935.41279764516,196.184337271409,-655.012312110321,595.703092632649
"Patient51",4025.80578042156,163.152825634327,2739.47799763518,7110.47329479187,7667.49809171929,1729.67932372581,7756.53839256057,5085.26169384492,-3641.20884382768,3081.78406845462,7906.04706788205,227.153553943589,-684.875074086083,593.454143052057
"Patient56",4210.14675670463,122.13346849075,2931.64330776104,7284.07602466513,7802.42212429009,1730.09180702994,7681.98960820932,5595.222663245,-3763.43723415075,3112.26838374809,7788.23562462038,205.960778091157,-666.031680687341,631.922506808163
"Patient58",3981.67658237832,189.429788514439,2962.17618326782,6950.36750495124,6865.94804509266,1863.11961173599,6982.22230298467,5180.02782844638,-3726.4616447213,3075.30270898476,7079.75736216783,204.572275741285,-704.825940881916,592.629164855132
"Patient6",4275.50484033379,204.352130193508,2882.76211733193,7246.79429436089,7437.2659341173,1945.98311505283,7369.80672641507,5434.85553410018,-3739.03830556076,2979.67123099544,7489.64571537543,209.77191804952,-645.769957685258,612.667478894246
"Patient61",4056.45078371542,102.660171758374,2864.85226622306,6941.83917442438,8086.4022933804,1740.74815202828,7806.95106097753,5296.17518231073,-3647.95874619683,2871.37880915605,7721.55005739472,234.823833120768,-761.102649264943,609.474325461424
"Patient62",4098.84356318679,185.268427881575,2785.76193959939,7001.36027847033,7561.3598912814,1870.57454132412,7680.10530235655,4989.79374082879,-3558.94983948536,3303.85338509108,7754.76344822203,186.892106036737,-611.2264809281,637.741434982525
"Patient63",4164.64491862932,69.7037655171867,2852.46272115671,6869.34248593391,7317.07304106151,1781.04523766876,7276.80711418578,5034.40311005502,-3836.51793670052,2841.11252068495,7190.01369519386,193.195509687694,-686.046656214171,592.185333222909
"Patient67",4139.43671169467,106.347660830047,2710.9987534049,6856.44323759299,6736.1397300454,1757.21958190497,6926.17774679831,5131.12175415445,-3772.85373882535,2847.11948122213,6980.97330164257,197.357312128967,-740.374072860893,596.412656879713
"Patient7",4084.68476974087,144.811112270635,2841.87109090706,6915.31098341044,7222.20315753995,1940.26744472803,7115.48032751861,5137.32106008655,-3803.71828673304,2873.61775776837,7081.32187871485,197.96816255426,-665.810912283446,594.88960751742
"Patient72",4113.89351427952,159.308632681425,2931.44724004346,6940.4745831161,7788.35942761548,1869.52062579866,7383.44545263022,5148.84330529353,-3873.43447841504,2984.32149056076,7427.35851025228,199.615699664187,-696.516380362777,583.319697614855
"Patient73",4085.61275345063,108.372637385662,2897.47317086892,6958.08221707192,7179.07600411193,1795.90965731758,7079.02149101093,5217.12735538289,-3789.7893669494,2918.07842842685,7146.47618091456,182.464243413073,-713.786908628841,593.608958911534
"Patient75",3950.66582220697,226.329402956506,2847.1173318816,7291.66768923455,8248.64154539668,1932.20775880771,7763.06534788723,5180.26385332098,-3985.21894800025,3001.68839555057,7772.36908808069,197.887405839966,-594.417404358061,590.87052060019
"Patient77",4054.04494378713,155.738635242365,2786.56634587383,6953.2566027545,7724.14300942685,1861.22220087172,7520.76106429748,5206.84298226307,-3889.72918010864,2894.76042443229,7475.90560863532,197.084772185786,-667.035389536536,589.848000314548
"Patient78",4104.16272597983,288.761235110388,2885.12453642359,7217.06724780884,8178.23608384333,2091.43097987251,7711.30931425621,5100.9066608593,-3679.02952640992,3340.91550774424,7871.07401789028,198.640791475768,-637.007960433397,614.290724899513
"Patient79",4085.57675172169,133.249235214048,2870.10992794966,7053.19289765295,8104.64815479942,1809.09146265897,7636.45234141962,5176.00189982194,-3956.27100449502,3037.25762061198,7689.37160417208,200.150811829917,-692.542947287763,601.943129564566
"Patient8",4181.39078601195,165.327982398611,2928.16626405544,6879.57465785093,7679.49110162506,1939.97837576258,7206.67020681556,5209.8793225583,-3874.8575984351,2911.6041569102,7291.37452247094,190.581948482058,-688.557387225402,591.067198576378
"Patient82",4127.693977195,133.646136204255,2858.50091347286,7208.71313435387,6785.6328501178,1880.80712742967,7192.2254396612,5015.57532577614,-3727.0214804842,2820.39669824681,7257.17750911632,185.469323867653,-692.96133324677,571.850518216178
"Patient83",4009.27080883903,168.947224666531,2835.4030930017,6817.8361480618,7025.69919804456,1894.06702097159,6882.62711790126,5117.59252346933,-3860.18999603808,2927.09841682956,6966.63455765456,175.689478665771,-694.28489079845,574.851820243767
"Patient86",4089.78919394651,119.229367476748,2841.28655468763,6985.96025259901,8506.97659058969,1790.6821230155,7815.67837200938,5164.33812535424,-3733.94438388183,3179.1361262359,7863.66202008924,221.07417596858,-714.861303504172,608.209537924463
"Patient87",4106.70327630746,107.438584259762,2800.18492410483,6766.048441264,7858.55208191293,1754.39273296708,7455.46866572606,5003.15751463417,-3734.29677681526,2884.78530262744,7378.40273151639,222.200638868821,-718.466897708489,604.575913288067
"Patient9",4045.37166707611,136.093611419046,2874.5238951914,6941.91153630161,6858.34476749477,1765.05015927606,7161.16518600944,5098.13631541355,-3877.53274929373,3012.17045182576,7215.51116378452,189.829303264424,-674.095189560406,582.708248305997
"Patient94",4106.80061447715,190.552615741416,2899.58214145027,7057.46547419996,7665.42926122569,1863.69126010603,7545.76804162016,5230.30046433634,-3708.57436306058,2924.24676569488,7547.11722036871,198.991598797881,-737.103438542442,633.070768160423
"Patient96",4034.61623935955,116.995720425561,2867.86101126961,7709.61491213096,6963.11128944844,1733.31770731778,7168.14788300618,5069.27358039573,-3963.66205846083,2988.20385410517,7306.86978789315,178.474500002636,-668.404367076525,592.398684164258
"Patient98",4141.21477815041,131.64211852379,2775.7826098518,7012.3198332249,8107.51240647492,1846.37617044946,7727.01583654249,5178.4933147071,-3839.37082510573,3000.26412966058,7708.99906349648,206.586013878793,-732.090507239944,604.078163884985
"Patient99",4061.56424981628,143.992006259767,2862.64076919668,7148.91690725067,7850.14335109932,1730.72237390426,7725.62940510746,5165.96768822426,-3865.62364213938,3045.12369295502,7741.81481040592,206.30357940355,-672.02628925159,593.798627218667
