"","LP.01.01","LP.01.02","LP.01.03","LP.01.04","LP.01.08","LP.01.10","LP.01.12","LP.01.14","LP.01.15","LP.01.16","LP.01.17","LP.01.18","LP.01.19","LP.01.20","LP.01.22","LP.01.23","LP.01.24","LP.01.25","LP.01.28","LP.01.29","LP.01.31","LP.01.32","LP.01.34","LP.01.35","LP.01.37","LP.01.38","LP.01.40","LP.01.42","LP.01.43","LP.01.44","LP.01.45","LP.01.46","LP.01.47","LP.01.48","LP.01.52","LP.01.53","LP.01.56A","LP.01.57","LP.01.58","LP.01.59","LP.01.60","LP.01.61","LP.01.62","LP.01.63","LP.01.64","LP.01.66","LP.01.67","LP.01.68","LP.01.70","LP.01.71","LP.01.72","Test.FFPE.01","Test.FFPE.02","Test.FFPE.03","Test.FFPE.04","Test.FFPE.05","Test.FFPE.06","Test.FFPE.07","Test.FFPE.08","Test.FFPE.09","Test.FFPE.10"
"ARNT",6.86017978624213,6.7950179514043,6.60873660837498,6.0945064418495,6.35243395482846,6.99188653104144,7.10651123553345,6.78793412587076,6.22255132711632,6.52677140641681,6.56511621467866,5.54919493279738,6.27437131553898,6.82909058964169,5.63891332385775,6.98598348845925,6.50711325906335,6.39812275709547,6.77297327931592,6.19413779764506,6.10321456608589,6.40079707878121,6.35191173675931,7.044586897485,4.95650350539409,6.44977792821386,6.64143311921004,6.372730161264,6.25376693239328,6.58546169168802,6.07573373317961,6.07098712128407,6.72703521941145,5.21045819020273,6.58806898580025,7.01730692811852,5.99731683230051,6.76113588785551,6.73914505499761,6.72690168723182,6.20333821411503,6.22932890486053,6.51257350681599,5.40318499729165,6.5608846413397,6.65591212696898,7.50035085293188,6.90132574938545,6.52075000454388,7.22228349955243,5.26913262743446,6.7645784527958,6.27398103533426,6.22476982209405,6.60546294804601,6.25198510114325,6.1907138373858,5.83996219721774,7.18223730391075,7.0272010371637,6.78116512396753
"CBX2",-5.15180392267248,-4.73219218415333,-4.50436193288093,-5.04805399755675,-5.4453656843997,-6.37442207030303,-4.54554514635232,-5.47482934376254,-6.81293116816936,-5.45181599102013,-5.45970990206395,-6.2081240371789,-4.68867734252767,-3.34813963369372,-5.01241145846737,-5.06503347239973,-5.31576472941397,-5.48172669581514,-5.0124386605157,-5.3742128510729,-4.53716819157222,-5.58913139362277,-5.83641336648386,-5.45052360133504,-5.73663513614792,-5.88937050737767,-7.01424343678614,-5.59000973165988,-6.13756181667931,-5.34798065930614,-5.11487534196783,-4.47013889870599,-4.53688909536733,-7.55515832506044,-4.47675325558382,-4.92876306388542,-5.34527309467966,-5.09004473760101,-5.29217687514373,-5.55896469419479,-5.37415397350233,-5.00225233260254,-4.64521460673058,-6.08224814869562,-5.19196765637734,-5.48077197868889,-3.482644470946,-4.11498186185016,-5.70317088347996,-4.65899240421544,-6.86457030274248,-5.57764727369552,-5.93700007157646,-5.30295076050724,-4.939801207489,-6.13157944764473,-5.9932522892114,-6.00774074095679,-5.23944204129879,-5.13336558724932,-5.47146634998605
"CEBPZ",6.34691784262475,5.77092223889895,5.66973222460327,6.52324484789999,5.92598484005734,6.26383013100096,5.10884547224446,5.96611642767239,6.21001282326378,5.3370614426533,6.03328772072678,6.33164943751013,5.66162605448651,5.57745098136226,7.02167316024816,5.36586659126792,5.28971528376955,5.65454440357247,5.31421925550446,7.31186057322906,6.05177083157322,6.51017408801365,5.68055072509098,5.47807310990737,7.54239417013826,7.68463356376381,6.85164907593416,5.62224070204636,6.24783320703874,6.45425761451351,7.09114969719055,5.66027011387157,4.9360903247298,7.42781278065384,5.91730558512027,7.00797505042164,6.31511720241929,5.21913124441962,5.8096850048694,5.78637038798753,7.06178017888101,6.63445030099337,5.64149064756516,6.90006619713235,5.98269989485211,5.86478824026311,4.55430374875463,5.27774976591661,6.72866087376101,5.90188751108804,6.77820445352228,6.14233464104407,6.35479028517541,6.4766467106783,6.3892355332453,5.71517734345986,5.60400643934065,6.29378222481553,6.78438130765347,5.51975820586846,6.12236098702856
"DUX4",2.09054386188168,1.99885116943776,2.57633415331593,1.52993702620096,1.86684925824781,2.03408865835245,1.7860424095196,2.11924201036427,1.74790397289997,2.10153361316095,1.40729070865367,1.28599469986786,2.31459211698346,2.17084864733294,1.90518267590715,1.71937457522062,1.9167539976929,1.97475946394305,1.99924830762037,1.0029913801903,1.71285243725613,1.90391508057746,1.69590924451083,2.32744143995721,0.000125891659256893,2.1497800924746,1.2636462071514,2.06058115133123,1.81217726889639,0.816065358995229,1.1540289383284,1.76028252690655,2.66797392196698,0.820756738113018,1.54282095755134,1.52561293604094,0.994914422243318,2.00123777094209,2.16214125696744,1.41105957938488,0.981020901784734,1.99296550671937,2.45647970300649,0.734104166655444,2.22341110345019,2.03507356668848,2.47628022257638,2.62065902772277,1.72856364813589,1.90581983715451,0.840655200836412,2.19720729909058,1.62131092118291,1.67671533312406,1.79373901141826,1.50534440419109,1.350916048407,1.7175129254402,2.35416749610982,1.66220151257422,2.53679758063831
"ETV1",4.39584911114311,4.33526185403851,4.49058551880123,3.50167416750296,4.0569046456796,3.87813935611404,4.53941305240379,4.01638691264122,3.48129129661637,3.41752670404332,3.85202629099798,3.60514762548715,4.38674055343836,4.1553476626865,4.11533490062158,4.32397365803961,4.09661999428443,3.96137211112355,4.24937749054863,3.36923450589182,4.27799204592938,3.54598298434381,3.72089271093455,3.8578731162471,3.14853459238757,3.24904931231932,3.19173514218857,3.66191430358108,4.08956658638323,3.30600770107327,2.79464294544218,4.20031386547207,4.08894902968311,3.43777919857694,4.4065645178481,3.87073445429489,3.41913249173893,4.23443772337843,3.68946994759596,3.47593400624975,3.21428992308158,3.80361109469149,3.85968478775459,3.28243684041333,3.90305823860561,4.07953112479403,4.68950008695245,4.57458299270769,3.08739613278199,3.73200833142512,3.36620154244468,4.0639952630204,3.81400002962022,4.19651828166284,4.32004952906808,3.45477589473089,3.86488353794685,3.27892281515169,3.85220130261813,3.52898597968808,4.1893338049286
"FOXJ2",4.40853164205508,4.53182106521559,4.13405771712375,3.14104166455004,3.85405302651705,3.65993740979595,4.36102052474399,3.49768573226401,3.4862977236183,3.41416013143543,3.44519557943754,3.33306532286823,4.25323379495029,3.39600789131351,4.09175614278832,3.91414775438508,3.73880142941552,3.96881810206481,4.18644028615042,2.78173311752358,3.96994387894795,3.35528430284953,3.54322210103604,3.82616620730928,2.2218244743444,3.31665714309018,3.33773850777869,3.2712016647809,3.09109567070404,2.52194872611357,3.81984362559012,3.89726038758947,3.71255379114454,3.04975564858825,3.23005544478912,2.90244668867984,2.96980422681045,3.93838352195181,3.93039597911215,3.40755297453819,3.89519455196494,4.79623222195291,3.61882305933904,2.80047178952203,3.62160859555503,3.73466525751118,4.53093862635323,4.47913270508288,3.19235547109271,3.33038424272584,2.48704379624319,3.59465212525599,3.52478806121467,3.60506175722895,4.38888503086504,3.47726930410091,3.36647816780031,3.39102039433962,3.48456882838209,3.54656326522039,3.93743904095557
"FOXO1",-1.05358879089307,-0.834436823987955,-0.85884505341516,-1.41519336693064,-1.30952210502748,-1.50830749478362,-0.199200156089319,-1.78457073493235,-1.15838338860342,-1.14831576810392,-1.20088877058596,-1.34933313781362,-0.978055419254428,-1.57739393877661,-1.03485192441519,-1.08669662968169,-0.619220728825716,-1.06472401690065,-0.432103887901278,-2.31778170261482,-0.593405531861092,-1.23276220695068,-1.16244232471121,-1.3159433548208,-1.92773195397079,-2.1461076706207,-1.85943987267859,-1.67917954068869,-1.51071310846935,-2.47473734947221,-1.76750965798204,-1.23184878159342,-1.6624400488132,-1.45095538790565,-1.47882933319329,-1.94226854943332,-2.83206744856727,-1.90867738137943,-1.44581313858999,-1.15707820788155,-0.879854093377789,-0.579873720494041,-1.66905423656252,-1.2203307836427,-1.47429112873882,-1.80328138881577,-0.857518008059712,-1.0964159896073,-2.15679225213818,-2.05595139812242,-1.43083981558447,-1.12547008265644,-1.89380772755609,-1.49177437649358,-1.24842513029413,-1.26985233208818,-0.782668925846485,-1.57088790175364,-0.979779231544284,-1.75764469032128,-1.46068786623311
"FOXP1",-11.3443066251671,-11.4087112024031,-11.4943610094848,-10.1737947245234,-11.004832213401,-11.1076230152163,-11.7166159350256,-10.8090563680653,-10.0682704582778,-10.7402413917211,-10.2767343528354,-9.88659644656309,-11.5635955924484,-11.1904901577638,-10.2138416161003,-11.0646110800346,-11.089993677625,-11.0039162126693,-11.2308444737649,-9.95654851453241,-10.8877300111516,-10.1572441927642,-10.8484080684773,-11.1876530108084,-8.2230191484228,-9.93292434132777,-9.26585978360689,-11.5997801150896,-9.92938919611608,-10.3019094063411,-9.24157522654256,-10.9794336295731,-11.6205059811304,-9.26139834187458,-11.0538065002999,-10.6965918043947,-9.73966998414388,-11.2698301183151,-10.9241099641801,-10.0230743883116,-9.4049167258508,-10.5499685222824,-10.7668576308977,-9.10490378216591,-10.8177317174035,-11.1479770190817,-11.9424569472879,-12.1469023507566,-9.83949911094717,-10.9766927918253,-8.51505084986931,-11.4618619247501,-10.7827841997085,-10.5278680636859,-11.4664358928057,-10.0101986700796,-9.64125192289774,-9.46656376001401,-11.322431910544,-10.747299608414,-10.9474269472515
"GTF2B",12.9124876326433,13.1805706721924,13.2620389984756,10.9992295489561,12.9941725565762,13.2730954992254,13.7510985807627,12.9861364029997,11.2049846439721,12.4522496507225,12.2841167941191,10.8831626112555,13.5525848203443,12.9552033202071,11.5462883817041,12.7184062607516,12.9925270316541,12.6767540303815,13.0723575464067,10.6796026176991,12.3127068060301,11.3959450614491,12.6771821455936,13.3832565186674,8.21122595579348,10.8117196713862,11.8412866344779,13.0635877635526,12.0099668295304,10.9291439068158,11.281606089409,11.9493782932744,13.7239365788195,9.30704587713229,12.5082376118059,11.7515345110605,10.1370166387031,13.3158813405595,12.6734625741713,11.370580059581,11.3967150576168,12.4871671151348,12.9016221999508,10.0912895732915,12.9236987415649,12.8566055322127,14.1329688863889,13.9989186055095,11.0126748663386,12.3537102169273,9.52476560665652,12.356644613759,12.3936586395922,10.7283692430412,12.70005737997,11.8690146578109,11.7872742956615,11.62066476873,13.1690970069179,12.5460833584878,12.6567927024823
"HES1",9.5463230386214,9.50920479151509,9.22215941305451,11.1997735934582,9.84031418943784,9.81151859723274,8.57713230538825,10.3276535158571,9.88840969365742,10.0093978310037,10.3202813427296,9.8219552912357,8.9442381825114,9.62550322043017,9.53771044062188,9.59159580916964,9.66448026678576,9.83374877593417,9.71175859297636,10.4895032122045,9.58459652312414,9.67940432974655,9.72191331879996,9.2262135155917,10.9654038918496,8.91886177011438,9.74718825066792,9.02552087969162,10.142674912044,10.8456019346921,9.98496791302148,9.28420933578506,8.62334837322402,9.66623251268176,9.95211866521719,11.1553858304729,10.8167771302923,9.59199681799066,9.88298749655572,10.5846183683773,9.75480870055999,9.2856472688735,10.0842401652642,10.592379276466,9.12715166091178,9.916394351301,9.19658538411966,8.57209873789832,9.86052480165853,9.7059289440416,11.1300486909591,9.62533791641435,10.0525978605789,10.1106055764688,9.16546608043035,9.66271665987221,9.19026801877314,10.0146876657991,8.95377661851647,9.90483920675737,9.45088582398492
"HNF1B",1.09950365486072,1.52298032523374,1.36153062482746,1.3023799016387,1.43097441841074,0.857404161238668,1.11071436047682,0.00938463075552065,0.223763420878639,1.34733203815532,0.00580814326568554,-0.193158517487512,0.985984491902711,1.09218964703706,1.42172226783648,1.50312585225869,2.36749804602959,1.35965707392271,2.39643096925106,0.246956944775005,1.78641050131218,0.71266944307079,-0.462558597625943,0.0235046905583055,-1.00665652134069,1.56544668518764,-0.326333939086007,0.860064135585904,-1.17130634447944,-0.636200812789732,-1.01707624700652,1.02454855571187,0.912277239822529,-0.604544183273784,1.63746545621314,-0.0869210066007776,0.299507882174759,0.48378850111576,0.540651734431234,1.46129928155545,0.651546424318442,2.39388025226243,-1.13213448932081,1.7455412165342,0.300378024566778,0.249044269241559,1.09267303137786,1.146246166862,-0.634832684093624,0.254317258502711,2.2706792299391,1.76524926133949,0.36643838496136,-0.267345471584214,1.69666726102201,-0.580886648415898,3.16283982988726,-0.641897505667999,0.886549588876428,-0.0211720303439328,-0.063506512076204
"HOXB13",3.21645507330384,3.93863074674913,3.37196786742059,2.31786317201649,3.32597966574721,3.54317422018377,3.96800279239307,2.30172761856344,2.67154292299336,2.5361455402696,2.96018222418416,2.17292091368994,3.15806678363092,3.73200819966129,2.83739250018585,3.15492522951952,2.6450881886521,3.55782464956307,3.32431190659477,2.09917626462164,2.61998701957049,2.33888033702284,3.27970880119316,2.88706581189976,1.72875699210863,2.13604513712758,2.45506307170756,2.48292088782819,2.35758358032061,1.75736160812691,2.84181955519092,2.57115512145078,3.69361318064653,1.61327643243821,2.97794825404118,3.33240821338784,2.29505182806106,3.22275434086461,3.06023710169228,3.22136385580289,2.35627042008692,2.58814935500156,3.40771448053397,2.58618313628132,3.05215408076352,2.94384311970181,4.07896058829505,3.69020118812241,2.71644317823104,3.00111569890981,2.00826766207755,2.46517510432376,2.66303981390442,2.76495260522188,2.80318061293197,2.28335584956045,2.40064502447695,2.6471206158366,3.98394756459553,3.06087089665332,2.86571700032096
"IRF3",0.183641287595606,-0.67892521816704,-0.996836054778098,-0.244265664823613,-0.339376840632962,-0.0998634656655319,-1.18895740713323,-0.115052158130827,-0.597918527475413,-0.799948380601315,0.481965859114421,-0.0156280249330938,-0.863063868290433,-0.704025476930589,0.215147590029671,-0.810874571380685,-0.827899765497114,-0.516348546498888,-0.831564879721736,1.90902482420805,-0.622004452293334,-0.311264985741651,-0.538595804206981,-0.553761478822055,1.0938499012784,0.237725407584964,0.521898339992425,-1.35780174899889,0.852757544233841,1.07272821808036,-0.066395647862672,-0.49181541589958,-1.28876311621745,0.642250410302975,0.0950897153586783,0.72318317348815,1.01369493805488,-0.863304285912742,-0.654209524419133,-0.566639034030436,0.0345730739106679,-0.632989899350765,0.174228103298742,0.597596618359692,-0.747477580537103,0.160726886045343,-1.24388333675214,-1.13114555173818,-0.75978025786462,-0.100363225317985,0.217543502686968,-0.399630578156245,-0.141141927505432,0.402380887236397,0.196805522959217,0.0803181294365639,-0.909881532214722,-0.18657296675553,-0.423977169180188,-0.649123242327627,-0.0409703241081699
"MAFB",5.80723707432377,5.65008131864421,5.49264579002584,5.1511863930366,5.67986407450484,5.09550248291421,6.24516232549472,5.42512203812458,4.81474936900011,5.25770388734257,5.42982903677786,4.82711506205806,5.74755927549789,5.97282838102503,5.17741200638007,5.32735567946793,5.70339998202424,5.3306911183432,6.11680226302113,4.63460662232065,5.85332133463079,4.7840818079285,5.03807365048479,5.70559800653434,4.71750184794522,4.84974754904992,4.79907573657457,4.78427896804484,4.90024192517121,5.25865420407249,4.42182343971377,5.31256295668326,5.30995758418378,4.57495777048222,5.81250747611387,5.12488041936072,5.18506690201346,5.44558389650839,5.49291842193879,5.68937188566366,4.4355303649844,5.02030415781831,5.49024877243145,4.82510978028315,5.28006404436137,5.55472320569487,6.59090340383111,6.21683511831987,4.08496290365348,5.5791865605713,4.2502835258174,5.08961452328681,4.77821138578315,5.24041351584911,5.6152773468359,5.39817499266395,5.08587930975033,4.75259933873372,6.30741428149093,5.58362857710886,5.43984497313998
"MAZ",4.39404104313905,3.64770735759066,3.46892764483026,4.98313635196811,4.12907902383561,4.31876117187576,3.81328432641061,4.11649349236299,3.75447391909054,3.20919977836829,5.73851355731274,4.07511107080858,3.17407127382345,4.63553102163648,3.49983569978312,3.65341403273488,4.0015064720269,3.90360353515396,4.15557289646635,6.1064244571698,3.67553230130795,4.23737369502989,4.22873733879818,3.80021706416098,5.90225747022133,3.99057025244287,4.01936733401419,2.58443019313165,5.30325282357118,6.07996557776142,5.27568442587505,3.88005882541924,2.81971757303513,4.9218518105847,4.7185697838681,6.18913992481303,5.71531591497335,3.71797921329544,4.23895808384531,4.1900998539879,3.40671267602905,3.05625650186592,5.376746686802,4.88136826034494,3.13012862479594,4.30250876251431,3.3485258170046,2.93796236469214,4.4628746722182,5.11364218118373,4.49075668469376,3.88201305354429,4.33670263015683,4.91882302251986,4.57531995358701,4.27472823546673,4.23518236168885,3.89003641752587,3.8530074394919,4.33735267813066,4.43174992667583
"MBD1",-3.55646720109893,-2.94662272017966,-2.83443233174809,-3.48485068818977,-2.70845550638656,-2.9070990561874,-2.47789132053201,-2.93993656470873,-2.89462824754008,-2.17721837610541,-3.83568551791137,-2.90269149558592,-2.76685196588332,-3.03365494409107,-3.48452447078667,-2.64060967737857,-2.73914103948742,-2.66660410941548,-2.49020392402857,-4.85388813028537,-2.88822479640394,-2.5312205730352,-2.35770989268626,-2.61130249796759,-4.60928595870572,-3.35074148781448,-3.13978116628914,-1.8281844906466,-3.35949876490188,-3.89092428802591,-3.66220666191932,-2.63522111843975,-2.15184517820843,-3.44621157185306,-3.36113820725785,-3.6215733610402,-3.61264743029163,-2.16352167350181,-2.23846707104905,-3.86275105601015,-3.85981728653753,-2.71030235633623,-2.85356073679064,-3.78967313430429,-2.27181858201498,-2.94720563978083,-2.86457548916505,-2.48181380592605,-2.19779588185536,-3.45444482600051,-3.92251082456346,-3.23062305508501,-2.86595270755041,-3.478110640046,-2.9645828762446,-3.16263292015271,-2.38366171530995,-3.00946101452256,-3.5742487481075,-2.50001649379503,-3.34569630427263
"MEF2A",10.2482385535709,9.7536597405614,10.0876570224635,8.26224754484093,9.65943358575414,9.30724319769512,10.8051081975862,10.0571338938171,8.52708713189023,9.32878113771073,9.18485807305305,9.28120965261272,10.3606281320075,8.78828312000042,8.11712817307588,9.60179162068812,9.7413885445311,9.81278333064522,10.1272015672164,7.96435975613989,9.18465424552267,8.87343447508823,9.801874333751,10.0044204342977,6.42245644390511,7.4065745210641,8.75383153441012,8.76076177687199,9.70806413818151,9.20771259183119,8.04481864197147,9.18394902604356,10.4200820726432,7.59753197901704,8.97844602720617,9.2136638593431,9.59367458556177,10.111066247357,10.7123906059143,8.35105225475874,6.28523265463188,9.5035336843643,10.8216863453836,7.18115195786562,9.66936449658137,9.66626332630419,11.2822641992545,10.6412689913354,8.85038507900087,9.59197131262193,6.45083924961197,8.72365106815285,8.61372809191492,9.06973895170737,9.59250019069419,9.38157621538457,8.76142026146653,9.30409288367462,9.08349709732027,10.004640931926,9.95110354008002
